"Gene ID","source_id","Product Description","Gene Type","Is Pseudo","Gene Name or Symbol","Transcript Product Description"
"PBANKA_0203400","PBANKA_0203400.1","FAD-linked sulfhydryl oxidase ERV1, putative","protein coding","No","ERV1","FAD-linked sulfhydryl oxidase ERV1, putative"
"PBANKA_0203500","PBANKA_0203500.1","selenocysteine-specific elongation factor, putative","protein coding","No","SELB","selenocysteine-specific elongation factor, putative"
"PBANKA_0203600","PBANKA_0203600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0203650","PBANKA_0203650.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0203750","PBANKA_0203750.1","phosphatidate cytidylyltransferase, putative","protein coding","No","N/A","phosphatidate cytidylyltransferase, putative"
"PBANKA_0203800","PBANKA_0203800.1","phenylalanine--tRNA ligase alpha subunit, putative","protein coding","No","N/A","phenylalanine--tRNA ligase alpha subunit, putative"
"PBANKA_0203900","PBANKA_0203900.1","rRNA biogenesis protein RRP36, putative","protein coding","No","RRP36","rRNA biogenesis protein RRP36, putative"
"PBANKA_0204000","PBANKA_0204000.1","cold-shock protein, putative","protein coding","No","N/A","cold-shock protein, putative"
"PBANKA_0204100","PBANKA_0204100.1","N-acetyltransferase, GNAT family, putative","protein coding","No","N/A","N-acetyltransferase, GNAT family, putative"
"PBANKA_0204200","PBANKA_0204200.1","tubulin-specific chaperone a, putative","protein coding","No","N/A","tubulin-specific chaperone a, putative"
"PBANKA_0204300","PBANKA_0204300.1","elongation of fatty acids protein, putative, pseudogene","protein coding","Yes","ELO-C","elongation of fatty acids protein, putative, pseudogene"
"PBANKA_0204400","PBANKA_0204400.1","cleavage and polyadenylation specificity factor subunit 5, putative","protein coding","No","N/A","cleavage and polyadenylation specificity factor subunit 5, putative"
"PBANKA_0204500","PBANKA_0204500.1","LCCL domain-containing protein, putative","protein coding","No","CCp5","LCCL domain-containing protein, putative"
"PBANKA_0204600","PBANKA_0204600.1","photosensitized INA-labeled protein PHIL1","protein coding","No","PHIL1","photosensitized INA-labeled protein PHIL1"
"PBANKA_0204700","PBANKA_0204700.1","mitochondrial carrier protein, putative","protein coding","No","N/A","mitochondrial carrier protein, putative"
"PBANKA_0204800","PBANKA_0204800.1","secreted ookinete protein, putative","protein coding","No","PSOP24","secreted ookinete protein, putative"
"PBANKA_0204900","PBANKA_0204900.1","DnaJ domain-containing protein, putative","protein coding","No","N/A","DnaJ domain-containing protein, putative"
"PBANKA_0205000","PBANKA_0205000.1","EELM2 domain-containing protein, putative","protein coding","No","N/A","EELM2 domain-containing protein, putative"
"PBANKA_0205100","PBANKA_0205100.1","mitochondrial carrier protein, putative","protein coding","No","N/A","mitochondrial carrier protein, putative"
"PBANKA_0205200","PBANKA_0205200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0205300","PBANKA_0205300.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0205400","PBANKA_0205400.1","proteasome subunit beta type-3, putative","protein coding","No","N/A","proteasome subunit beta type-3, putative"
"PBANKA_0205500","PBANKA_0205500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0205600","PBANKA_0205600.1","double-strand break repair protein MRE11, putative","protein coding","No","MRE11","double-strand break repair protein MRE11, putative"
"PBANKA_0205700","PBANKA_0205700.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative","protein coding","No","Pb51","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative"
"PBANKA_0205800","PBANKA_0205800.1","eukaryotic translation initiation factor 2-alpha kinase 2","protein coding","No","eIK2","eukaryotic translation initiation factor 2-alpha kinase 2"
"PBANKA_0205900","PBANKA_0205900.1","Niemann-Pick type C1-related protein, putative","protein coding","No","NCR1","Niemann-Pick type C1-related protein, putative"
"PBANKA_0206000","PBANKA_0206000.1","ATP synthase-associated protein, putative","protein coding","No","N/A","ATP synthase-associated protein, putative"
"PBANKA_0206100","PBANKA_0206100.1","CCR4 domain-containing protein 3, putative","protein coding","No","CCR4-3","CCR4 domain-containing protein 3, putative"
"PBANKA_0206200","PBANKA_0206200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0206300","PBANKA_0206300.1","centrin-1, putative","protein coding","No","CEN1","centrin-1, putative"
"PBANKA_0206400","PBANKA_0206400.1","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative","protein coding","No","IspD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative"
"PBANKA_0206500","PBANKA_0206500.1","ras-related protein Rab-5C, putative","protein coding","No","RAB5c","ras-related protein Rab-5C, putative"
"PBANKA_0206600","PBANKA_0206600.1","asparagine and aspartate rich protein 2, putative","protein coding","No","N/A","asparagine and aspartate rich protein 2, putative"
"PBANKA_0206700","PBANKA_0206700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0206800","PBANKA_0206800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0206900","PBANKA_0206900.1","pre-rRNA-processing protein TSR2, putative","protein coding","No","N/A","pre-rRNA-processing protein TSR2, putative"
"PBANKA_0207000","PBANKA_0207000.1","calcium-transporting ATPase, putative","protein coding","No","SERCA","calcium-transporting ATPase, putative"
"PBANKA_0207100","PBANKA_0207100.1","EF hand domain-containing protein, putative","protein coding","No","N/A","EF hand domain-containing protein, putative"
"PBANKA_0207200","PBANKA_0207200.1","V-type proton ATPase subunit C, putative","protein coding","No","N/A","V-type proton ATPase subunit C, putative"
"PBANKA_0207300","PBANKA_0207300.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0207400","PBANKA_0207400.1","3'-5' exonuclease, putative","protein coding","No","N/A","3'-5' exonuclease, putative"
"PBANKA_0207500","PBANKA_0207500.1","cyclin-dependent kinases regulatory subunit, putative","protein coding","No","N/A","cyclin-dependent kinases regulatory subunit, putative"
"PBANKA_0207600","PBANKA_0207600.1","asparagine-rich antigen, putative","protein coding","No","N/A","asparagine-rich antigen, putative"
"PBANKA_0207700","PBANKA_0207700.1","FtsJ-like methyltransferase, putative","protein coding","No","N/A","FtsJ-like methyltransferase, putative"
"PBANKA_0207800","PBANKA_0207800.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0207900","PBANKA_0207900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0208000","PBANKA_0208000.1","cyclase-associated protein","protein coding","No","C-CAP","cyclase-associated protein"
"PBANKA_0208100","PBANKA_0208100.1","heptatricopeptide repeat and RAP domain-containing protein, putative","protein coding","No","N/A","heptatricopeptide repeat and RAP domain-containing protein, putative"
"PBANKA_0208200","PBANKA_0208200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0208300","PBANKA_0208300.1","novel putative transporter 1","protein coding","No","NPT1","novel putative transporter 1"
"PBANKA_0208400","PBANKA_0208400.1","major facilitator superfamily-related transporter, putative","protein coding","No","MFR2","major facilitator superfamily-related transporter, putative"
"PBANKA_0208500","PBANKA_0208500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0208600","PBANKA_0208600.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0208700","PBANKA_0208700.1","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative","protein coding","No","LytB","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative"
"PBANKA_0208800","PBANKA_0208800.1","ubiquitin carboxyl-terminal hydrolase 1, putative","protein coding","No","UBP1","ubiquitin carboxyl-terminal hydrolase 1, putative"
"PBANKA_0208900","PBANKA_0208900.1","StAR-related lipid transfer protein, putative","protein coding","No","N/A","StAR-related lipid transfer protein, putative"
"PBANKA_0209000","PBANKA_0209000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0209100","PBANKA_0209100.1","thrombospondin-related sporozoite protein","protein coding","No","TRSP","thrombospondin-related sporozoite protein"
"PBANKA_0209200","PBANKA_0209200.1","parasite-infected erythrocyte surface protein","protein coding","No","PIESP15","parasite-infected erythrocyte surface protein"
"PBANKA_0209300","PBANKA_0209300.1","actin-related protein","protein coding","No","ARP1","actin-related protein"
"PBANKA_0209400","PBANKA_0209400.1","L-seryl-tRNA(Sec) kinase, putative","protein coding","No","PSTK","L-seryl-tRNA(Sec) kinase, putative"
"PBANKA_0209500","PBANKA_0209500.1","ATP-dependent DNA/RNA helicase PSH1, putative","protein coding","No","PSH1","ATP-dependent DNA/RNA helicase PSH1, putative"
"PBANKA_0209600","PBANKA_0209600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0209700","PBANKA_0209700.1","zinc-carboxypeptidase, putative","protein coding","No","N/A","zinc-carboxypeptidase, putative"
"PBANKA_0209800","PBANKA_0209800.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0209900","PBANKA_0209900.1","nucleoside transporter 4, putative","protein coding","No","NT4","nucleoside transporter 4, putative"
"PBANKA_0210000","PBANKA_0210000.1","vacuolar protein sorting-associated protein 51, putative","protein coding","No","VPS51","vacuolar protein sorting-associated protein 51, putative"
"PBANKA_0210100","PBANKA_0210100.1","vacuolar protein sorting-associated protein VTA1, putative","protein coding","No","N/A","vacuolar protein sorting-associated protein VTA1, putative"
"PBANKA_0210200","PBANKA_0210200.1","aspartate--tRNA ligase, putative","protein coding","No","N/A","aspartate--tRNA ligase, putative"
"PBANKA_0210300","PBANKA_0210300.1","seipin domain-containing protein, putative","protein coding","No","N/A","seipin domain-containing protein, putative"
"PBANKA_0210400","PBANKA_0210400.1","DNA mismatch repair protein PMS1, putative","protein coding","No","PMS1","DNA mismatch repair protein PMS1, putative"
"PBANKA_0210500","PBANKA_0210500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0210600","PBANKA_0210600.1","ubiquitin carboxyl-terminal hydrolase, putative","protein coding","No","N/A","ubiquitin carboxyl-terminal hydrolase, putative"
"PBANKA_0210700","PBANKA_0210700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0210800","PBANKA_0210800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0210900","PBANKA_0210900.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative","protein coding","No","OST2","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative"
"PBANKA_0211000","PBANKA_0211000.1","mitochondrial import inner membrane translocase subunit TIM50, putative","protein coding","No","TIM50","mitochondrial import inner membrane translocase subunit TIM50, putative"
"PBANKA_0211100","PBANKA_0211100.1","vacuolar protein sorting-associated protein 53, putative","protein coding","No","VPS53","vacuolar protein sorting-associated protein 53, putative"
"PBANKA_0211200","PBANKA_0211200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0211300","PBANKA_0211300.1","cysteine desulfurase IscS, putative","protein coding","No","NFS1","cysteine desulfurase IscS, putative"
"PBANKA_0211400","PBANKA_0211400.1","DNA (cytosine-5)-methyltransferase, putative","protein coding","No","DNMT","DNA (cytosine-5)-methyltransferase, putative"
"PBANKA_0211500","PBANKA_0211500.1","proteasome subunit alpha type-5, putative","protein coding","No","N/A","proteasome subunit alpha type-5, putative"
"PBANKA_0211600","PBANKA_0211600.1","mTERF domain-containing protein, putative","protein coding","No","N/A","mTERF domain-containing protein, putative"
"PBANKA_0211700","PBANKA_0211700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0211800","PBANKA_0211800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0211900","PBANKA_0211900.1","cation transporting ATPase, putative","protein coding","No","N/A","cation transporting ATPase, putative"
"PBANKA_0212000","PBANKA_0212000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0212100","PBANKA_0212100.1","eukaryotic translation initiation factor 2 subunit alpha","protein coding","No","eIF2alpha","eukaryotic translation initiation factor 2 subunit alpha"
"PBANKA_0212200","PBANKA_0212200.1","anaphase-promoting complex subunit 1, putative","protein coding","No","N/A","anaphase-promoting complex subunit 1, putative"
"PBANKA_0212300","PBANKA_0212300.1","actin-like protein, putative","protein coding","No","ALP3","actin-like protein, putative"
"PBANKA_0212400","PBANKA_0212400.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0212500","PBANKA_0212500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0212600","PBANKA_0212600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0212700","PBANKA_0212700.1","RING zinc finger protein, putative","protein coding","No","N/A","RING zinc finger protein, putative"
"PBANKA_0212800","PBANKA_0212800.1","alpha/beta hydrolase, putative","protein coding","No","N/A","alpha/beta hydrolase, putative"
"PBANKA_0212900","PBANKA_0212900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
