feature_symbol,product_description,gene_name,Unique_Core
PBANKA_1123700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1318700,protein phosphatase PPM3,PPM3,NA
PBANKA_1450400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1400100,PIR protein,null,NA
PBANKA_1354800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1108800,leucine-rich repeat protein,LRR2,NA
PBANKA_1300100,PIR protein,null,NA
PBANKA_1139800,nuclear fusion protein,GEX1,NA
PBANKA_0700071,PIR protein,null,NA
PBANKA_1037500,adenylyl cyclase alpha,ACalpha,NA
PBANKA_1308600,fructose-bisphosphate aldolase 2,ALDO2,NA
PBANKA_0600051,PIR protein,null,NA
PBANKA_0604400,"targeted glyoxalase II, putative",tGLO2,NA
PBANKA_0209400,"L-seryl-tRNA(Sec) kinase, putative",PSTK,NA
PBANKA_1428300,"WD repeat-containing protein, putative",null,NA
PBANKA_0942000,"calcium/calmodulin-dependent protein kinase, putative",null,NA
PBANKA_1429400,"dynein light chain 1, putative",null,NA
PBANKA_0717200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1214500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0700061,PIR protein,null,NA
PBANKA_0301000,"repetitive organellar protein, putative",ROPE,NA
PBANKA_1230200,cdc2-related protein kinase 5,CRK5,NA
PBANKA_0615700,"dynein heavy chain, putative",null,NA
PBANKA_0800100,PIR protein,null,NA
PBANKA_0908500,"myosin K, putative",MyoK,NA
PBANKA_0719700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0942900,"phenylalanine--tRNA ligase beta subunit, putative",null,NA
PBANKA_1325800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0212600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1312000,"condensin-2 complex subunit G2, putative",null,NA
PBANKA_1336900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0306000,6-cysteine protein P230p,P230p,NA
PBANKA_1030100,actin II,ACT2,NA
PBANKA_0317181,PIR protein,null,NA
PBANKA_1102900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1437500,AP2 domain transcription factor AP2-G,AP2-G,NA
PBANKA_0106200,spindle assembly abnormal protein 6,SAS6,NA
PBANKA_1465921,PIR protein,null,NA
PBANKA_0837161,PIR protein,null,NA
PBANKA_1431200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0206700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1343200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1335700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1348800,"conserved protein, unknown function",null,NA
PBANKA_0303300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0310500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0520700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0828200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1108700,"structural maintenance of chromosomes protein 4, putative",SMC4,NA
PBANKA_1032300,"CTP synthase, putative",CTPS,NA
PBANKA_0805500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1238300,"dynein light chain Tctex-type, putative",null,NA
PBANKA_0927500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0830300,"conserved protein, unknown function",null,NA
PBANKA_1306000,"replication factor A protein 3, putative",RPA3,NA
PBANKA_1019000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1402200,"tetratricopeptide repeat protein, putative",null,NA
PBANKA_0600200,PIR protein,null,NA
PBANKA_0921300,"deoxyuridine 5'-triphosphate nucleotidohydrolase, putative",null,NA
PBANKA_1416900,"structural maintenance of chromosomes protein 2, putative",SMC2,NA
PBANKA_1246700,PIR protein,null,NA
PBANKA_0917400,armadillo repeat protein PF16,PF16,NA
PBANKA_0933100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1227400,serine/threonine protein phosphatase 2B catalytic subunit A,CNA,NA
PBANKA_1448900,"DNA polymerase epsilon subunit B, putative",null,NA
PBANKA_0702300,"mitochondrial inner membrane protein OXA1, putative",OXA1,NA
PBANKA_1133800,"DNA helicase, putative",null,NA
PBANKA_1221100,"conserved protein, unknown function",null,NA
PBANKA_1114300,"MORN repeat protein, putative",null,NA
PBANKA_0600251,"PIR protein, pseudogene",null,NA
PBANKA_0912600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1107100,subtilisin-like protease 1,SUB1,NA
PBANKA_1013000,"inner membrane complex suture component, putative",ISC3,NA
PBANKA_0101700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1341700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1400011,"PIR protein, pseudogene",null,NA
PBANKA_0831200,"diacylglycerol kinase, putative",null,NA
PBANKA_0822900,"dynein intermediate chain, putative",null,NA
PBANKA_0104200,"calcium-binding protein, putative",null,NA
PBANKA_1003400,"lysine decarboxylase, putative",UIS14,NA
PBANKA_1200081,PIR protein,null,NA
PBANKA_0201100,"PIR protein, pseudogene",null,NA
PBANKA_1320100,"conserved Plasmodium protein, unknown function",UIS25,NA
PBANKA_1463700,"DNA repair protein rhp16, putative",null,NA
PBANKA_1121300,"conserved protein, unknown function",null,NA
PBANKA_1421261:tRNA,tRNA Serine,null,NA
PBANKA_1417000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1118000,"heptatricopeptide repeat-containing protein, putative",null,NA
PBANKA_0817000,"major facilitator superfamily domain-containing protein, putative",MFS2,NA
PBANKA_0708500,"phosphorylated CTD interacting factor 1 WW domain-containing protein, putative",null,NA
PBANKA_0827100,"protein kinase, putative",null,NA
PBANKA_1418600,"conserved protein, unknown function",null,NA
PBANKA_1322200,"spindle assembly abnormal protein 4, putative",SAS4,NA
PBANKA_1315300,LCCL domain-containing protein,LAP5,NA
PBANKA_0512000,palmitoyltransferase DHHC10,DHHC10,NA
PBANKA_1342300,"conserved protein, unknown function",null,NA
PBANKA_1317200,"NAD(P) transhydrogenase, putative",NNT,NA
PBANKA_1419300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0110800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0203600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1110200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0204500,"LCCL domain-containing protein, putative",CCp5,NA
PBANKA_1231300,"major facilitator superfamily domain-containing protein, putative",MFS1,NA
PBANKA_1329900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1460700,dipeptidyl aminopeptidase 2,DPAP2,NA
PBANKA_1300700,LCCL domain-containing protein,CCp1,NA
PBANKA_0821200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1415200,"conserved protein, unknown function",null,NA
PBANKA_0402500,"phosphatidylethanolamine-binding protein, putative",null,NA
PBANKA_0714000,meiotic recombination protein DMC1,DMC1,NA
PBANKA_0103200,"conserved protein, unknown function",null,NA
PBANKA_1360400,"conserved protein, unknown function",null,NA
PBANKA_0603300,sexual stage-specific protein G37,G37,NA
PBANKA_1437700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0720900,"MOLO1 domain-containing protein, putative",null,NA
PBANKA_0904200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1334800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1463000,osmiophilic body protein G377,G377,NA
PBANKA_0810700,"subpellicular microtubule protein 1, putative",SPM1,NA
PBANKA_1414800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0812900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0907900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0907100,inner membrane complex protein 1b,IMC1b,NA
PBANKA_1120400,"inner membrane complex protein 1j, putative",ALV7,NA
PBANKA_0608600,"zinc finger protein, putative",null,NA
PBANKA_1338100,"conserved protein, unknown function",null,NA
PBANKA_0812600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1109300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0938000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1007900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0815400,"conserved protein, unknown function",null,NA
PBANKA_1128800,CPW-WPC family protein,null,NA
PBANKA_1333700,"cGMP-specific 3',5'-cyclic phosphodiesterase delta",PDEdelta,NA
PBANKA_1449300,"upregulated in late gametocytes ULG8, putative",ULG8,NA
PBANKA_1009900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1451100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1311400,"conserved protein, unknown function",null,NA
PBANKA_1421500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0816800,"glycolipid transfer protein, putative",GLTP,NA
PBANKA_0823200,"conserved protein, unknown function",null,NA
PBANKA_1334900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0612400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1115000,"conserved protein, unknown function",null,NA
PBANKA_0301600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1110600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1137400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1243500,"conserved protein, unknown function",null,NA
PBANKA_1038800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1454800,"RNA-binding protein, putative",null,NA
PBANKA_1138600,"conserved protein, unknown function",null,NA
PBANKA_1218300,CPW-WPC family protein,null,NA
PBANKA_0719100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1201800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1114100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0919900,"ATP-dependent 6-phosphofructokinase, putative",PFK11,NA
PBANKA_0905900,AP2 domain transcription factor AP2-O,AP2-O,NA
PBANKA_1008300,"GTP-binding protein, putative",null,NA
PBANKA_0503500,"zinc finger protein, putative",null,NA
PBANKA_1106000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1102100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0932600,"conserved protein, unknown function",null,NA
PBANKA_1143400,"NADH-cytochrome b5 reductase, putative",null,NA
PBANKA_1430600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1124000,"sphingomyelin synthase 2, putative",SMS2,NA
PBANKA_1423700,"GDP-mannose 4,6-dehydratase, putative",GMD,NA
PBANKA_0402700,inner membrane complex protein 1e,IMC1e,NA
PBANKA_0821400,"ADP-ribosylation factor, putative",null,NA
PBANKA_0703300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0916700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0310700,"conserved protein, unknown function",null,NA
PBANKA_1239000,"conserved Plasmodium membrane protein, unknown function",null,NA
PBANKA_1245200,CPW-WPC family protein,null,NA
PBANKA_0522300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1114200,"ribose-5-phosphate isomerase, putative",null,NA
PBANKA_0101500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1407900,"HORMA domain protein, putative",null,NA
PBANKA_1453100,"sphingomyelin phosphodiesterase, putative",null,NA
PBANKA_1026000,"conserved protein, unknown function",null,NA
PBANKA_1123200,CPW-WPC family protein,null,NA
PBANKA_1318600,"conserved protein, unknown function",null,NA
PBANKA_1240700,NIMA related kinase 2,NEK2,NA
PBANKA_1229900,"conserved protein, unknown function",null,NA
PBANKA_1313200,"AP2 domain transcription factor AP2-O5, putative",AP2-O5,NA
PBANKA_0605800,LIMP protein,LIMP,NA
PBANKA_1355900,"phosphoenolpyruvate carboxykinase, putative",PEPCK,NA
PBANKA_1133100,"serine/threonine protein kinase, putative",ARK3,NA
PBANKA_1134900,"zinc finger protein, putative",null,NA
PBANKA_0510300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0706700,"dicarboxylate/tricarboxylate carrier, putative",DTC,NA
PBANKA_0719800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0312700,"DEAD/DEAH box helicase, putative",null,NA
PBANKA_0943400,CPW-WPC family protein,null,NA
PBANKA_1427100,"aquaporin, putative",AQP2,NA
PBANKA_0807200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1138200,"RuvB-like helicase 3, putative",RUVB3,NA
PBANKA_0504400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0214000,"dynein heavy chain, putative",null,NA
PBANKA_0901900,"tubulin--tyrosine ligase, putative",null,NA
PBANKA_1329100,plasmepsin VIII,PM8,NA
PBANKA_0932500,"histone-lysine N-methyltransferase SET7, putative",SET7,NA
PBANKA_1346300,CPW-WPC family protein,UIS19,NA
PBANKA_1463900,"HSP20-like chaperone, putative",null,NA
PBANKA_0109900,"basal complex transmembrane protein 1, putative",BTP1,NA
PBANKA_1305200,"serine/threonine protein kinase, putative",null,NA
PBANKA_1318800,protein tyrosine phosphatase,PTP1,NA
PBANKA_1461300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1400900,"conserved protein, unknown function",null,NA
PBANKA_0814500,"protease, putative",null,NA
PBANKA_1009200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0612900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1439100,"BRO1 domain-containing protein, putative",null,NA
PBANKA_0521500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1027000,"serine palmitoyltransferase, putative",SPT,NA
PBANKA_1131400,metacaspase-1,MCA1,NA
PBANKA_0927600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1357900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0520100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1213300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1225900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0108300,palmitoyltransferase DHHC2,DHHC2,NA
PBANKA_0903800,"serine/threonine protein kinase, putative",null,NA
PBANKA_0902900,"conserved protein, unknown function",null,NA
PBANKA_1227500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0801800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1026300,"conserved protein, unknown function",null,NA
PBANKA_0302600,"3'-5' exonuclease, putative",null,NA
PBANKA_0830400,G2 protein,null,NA
PBANKA_0707100,inner membrane complex protein 1i,IMC1i,NA
PBANKA_0815700,"major facilitator superfamily-related transporter, putative",MFR4,NA
PBANKA_0503300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0620700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0409700,"plasmepsin VI, putative",PM6,NA
PBANKA_0825700,"telomeric repeat binding factor 1, putative",TRF1,NA
PBANKA_0615300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0407200,dual specificity protein phosphatase,YVH1,NA
PBANKA_1353800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0825500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1214400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1434600,"formin 2, putative",FRM2,NA
PBANKA_0511700,"meiotic recombination protein SPO11-2, putative",SPO11-2,NA
PBANKA_1127100,"protease, putative",null,NA
PBANKA_1135800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1445700,"conserved Plasmodium protein, unknown function",null,NA
