P. berghei current ID,P. berghei previous ID,P. falciparum ID,Name,Product,Phenotype,Relative growth rate,Confidence,Expected variance,RGR CI low,RGR CI high,Times analysed,Construct
PBANKA_0302000,PBANKA_030200,PF3D7_0204200,,"conserved Plasmodium protein, unknown function",Essential,0.05,7.2,0.001,0,0.11,2,PbGEM-328379
PBANKA_0302100,PBANKA_030210,PF3D7_0204300,,"conserved Plasmodium protein, unknown function",Dispensable,1,6.6,0.001,0.93,1.08,1,PbGEM-328387
PBANKA_0302300,PBANKA_030230,PF3D7_0204500,AspAT,"aspartate aminotransferase, putative",Slow,0.29,5.9,0.003,0.19,0.4,2,PbGEM-009046
PBANKA_0302400,PBANKA_030240,PF3D7_0204600,,"conserved Plasmodium protein, unknown function",Slow,0.72,6.4,0.002,0.63,0.8,2,PbGEM-083023
PBANKA_0302600,PBANKA_030260,PF3D7_0204800,,"3'-5' exonuclease, putative",Dispensable,1,6.7,0.001,0.93,1.07,1,PbGEM-009087
PBANKA_0302700,PBANKA_030270,PF3D7_0204900,,"methyltransferase, putative",Essential,0.19,6,0.002,0.09,0.29,2,PbGEM-328403
PBANKA_0303400,PBANKA_030340,PF3D7_0205700.1,,"RNA-binding protein, putative",Dispensable,0.88,4.4,0.012,0.66,1.11,1,PbGEM-533419
PBANKA_0303600,PBANKA_030360,PF3D7_0205900,RPN1,"26S proteasome regulatory subunit RPN1, putative",Slow,0.22,5.8,0.003,0.11,0.33,3,PbGEM-228013
PBANKA_0303700,PBANKA_030370,PF3D7_0206000,RAD2,"DNA repair protein RAD2, putative",Dispensable,0.95,5.2,0.005,0.8,1.09,1,PbGEM-009249
PBANKA_0303800,PBANKA_030380,PF3D7_0206100,SufE,cysteine desulfuration protein SufE,Essential,0.13,6.5,0.001,0.06,0.21,2,PbGEM-269731
PBANKA_0304200,PBANKA_030420,PF3D7_0206600,,"DNA-directed RNA polymerase III subunit RPC10, putative",Slow,0.19,6.6,0.001,0.11,0.26,3,PbGEM-228077
PBANKA_0304300,PBANKA_030430,PF3D7_0206700,ASL,"adenylosuccinate lyase, putative",Essential,0.04,5,0.007,-0.12,0.21,2,PbGEM-228093
PBANKA_0304500,PBANKA_030450,PF3D7_0207100,,"conserved Plasmodium protein, unknown function",Slow,0.38,6.8,0.001,0.31,0.45,3,PbGEM-328427
PBANKA_0304600,PBANKA_030460,PF3D7_0207200,,"iron-sulfur assembly protein, putative",Essential,0.14,5.8,0.003,0.03,0.24,2,PbGEM-265332
PBANKA_0304700,PBANKA_030470,PF3D7_0207300,SERA5,serine repeat antigen 5,Dispensable,0.93,5.2,0.005,0.78,1.08,2,PbGEM-269819
PBANKA_0304800,PBANKA_030480,,SERA4,serine repeat antigen 4,Slow,0.59,4.4,0.013,0.37,0.82,2,PbGEM-328451
PBANKA_0305000,PBANKA_030500,,SERA2,serine repeat antigen 2,Dispensable,0.98,5.7,0.003,0.86,1.09,1,PbGEM-009429
PBANKA_0305100,PBANKA_030510,,SERA1,serine repeat antigen 1,Dispensable,1.04,4.9,0.007,0.87,1.22,1,PbGEM-083189
PBANKA_0305300,PBANKA_030530,PF3D7_0208200,KRR1,"KRR1 small subunit processome component, putative",Essential,0.04,6.1,0.002,-0.05,0.14,2,PbGEM-328475
PBANKA_0305400,PBANKA_030540,PF3D7_0208300,,"conserved Plasmodium protein, unknown function",Essential,0.09,4.5,0.011,-0.12,0.3,2,PbGEM-328483
PBANKA_0305600,PBANKA_030560,PF3D7_0208500,ACP,"acyl carrier protein, putative",Essential,0.07,6.5,0.001,-0.01,0.14,2,PbGEM-265580
PBANKA_0305700,PBANKA_030570,PF3D7_0208600,RRF1,"ribosome-recycling factor, putative",Essential,0.09,7.1,0.001,0.03,0.14,3,PbGEM-228342
PBANKA_0305800,PBANKA_030580,PF3D7_0208700.1,,"conserved Plasmodium protein, unknown function",Slow,0.36,5.3,0.005,0.22,0.49,2,PbGEM-269987
PBANKA_0306000,PBANKA_030600,PF3D7_0208900,P230p,6-cysteine protein,Dispensable,1,4.8,0.008,0.83,1.18,1,PbGEM-328491
PBANKA_0306100,PBANKA_030610,PF3D7_0209000,P230,transmission-blocking target antigen s230;6-cysteine protein,Dispensable,1.02,5.2,0.005,0.88,1.17,1,PbGEM-533427
PBANKA_0306300,PBANKA_030630,PF3D7_0209200,,"3' exoribonuclease, putative",Essential,0.1,4.6,0.01,-0.1,0.3,1,PbGEM-537955
PBANKA_0306500,PBANKA_030650,PF3D7_0209400,,"conserved protein, unknown function",Dispensable,1.09,4.7,0.009,0.9,1.28,1,PbGEM-270099
PBANKA_0306600,PBANKA_030660,PF3D7_0209500,,"conserved Plasmodium protein, unknown function",Dispensable,1.06,5.3,0.005,0.92,1.19,1,PbGEM-328507
PBANKA_0306700,PBANKA_030670,PF3D7_0209600,,"transporter, putative",Essential,0.18,5.7,0.003,0.07,0.3,4,"PbGEM-009687,PbGEM-228612"
PBANKA_0306800,PBANKA_030680,PF3D7_0209800,UAP56,"ATP-dependent RNA helicase UAP56, putative",Essential,0.29,2.8,0.064,-0.21,0.8,2,PbGEM-228630
PBANKA_0306900,PBANKA_030690,PF3D7_0210000,,"Sec61-gamma subunit of protein translocation complex, putative",Essential,0.14,3.8,0.021,-0.15,0.43,2,PbGEM-228650
PBANKA_0307700,PBANKA_030770,PF3D7_0210800,,"conserved Plasmodium protein, unknown function",Slow,0.65,4.9,0.007,0.48,0.83,2,PbGEM-270187
PBANKA_0307800,PBANKA_030780,PF3D7_0210900,,"conserved Plasmodium protein, unknown function",Slow,0.45,4,0.018,0.18,0.72,2,PbGEM-533443
PBANKA_0308100,PBANKA_030810,PF3D7_0211300,,"ubiquinol-cytochrome-c reductase complex assembly factor 1, putative",Slow,0.73,5.4,0.005,0.59,0.87,1,PbGEM-270235
PBANKA_0308200,PBANKA_030820,PF3D7_0211400,,"apicoplast beta-ketoacyl-acyl carrier protein synthase III precursor, putative",Slow,0.84,5.5,0.004,0.71,0.97,1,PbGEM-270259
PBANKA_0308400,PBANKA_030840,PF3D7_0211600,ALG14,"UDP-N-acetylglucosamine transferase subunit ALG14, putative",Slow,0.16,7.3,0.001,0.11,0.21,3,PbGEM-228889
PBANKA_0308500,PBANKA_030850,PF3D7_0211700,TKL1,"tyrosine kinase-like protein, putative",Dispensable,0.99,7.6,0.001,0.95,1.04,6,"PbGEM-228946,PbGEM-009884"
PBANKA_0308600,PBANKA_030860,PF3D7_0211800,,"asparagine--tRNA ligase, putative",Slow,0.42,5.9,0.003,0.32,0.52,2,PbGEM-083434
PBANKA_0308900,PBANKA_030890,,,"conserved Plasmodium protein, unknown function",Slow,0.77,4.6,0.01,0.57,0.97,2,PbGEM-533467
PBANKA_0309200,PBANKA_030920,PF3D7_0212400,,"conserved Plasmodium protein, unknown function",Essential,0.04,4.8,0.008,-0.13,0.22,1,PbGEM-538003
PBANKA_0309400,PBANKA_030940,PF3D7_0212500,,"conserved Plasmodium protein, unknown function",Essential,0.09,7,0.001,0.03,0.15,2,PbGEM-328563
PBANKA_0309500,PBANKA_030950,PF3D7_0212600,SPATR,"secreted protein with altered thrombospondin repeat domain, putative",Essential,0.14,3.8,0.022,-0.15,0.44,3,PbGEM-270402
PBANKA_0309600,PBANKA_030960,PF3D7_0212700,,SRR1-like protein,Slow,0.73,4.8,0.009,0.55,0.92,1,PbGEM-010018
PBANKA_0309700,PBANKA_030970,PF3D7_0212800,,"multidrug efflux pump, putative",Dispensable,0.92,4.2,0.015,0.68,1.16,2,PbGEM-270434
PBANKA_0309800,PBANKA_030980,PF3D7_0212900,,"Leu/Phe-tRNA protein transferase, putative",Slow,0.79,5.3,0.005,0.65,0.93,1,PbGEM-083560
PBANKA_0310000,PBANKA_031000,PF3D7_0213100,SIS1,"protein SIS1, putative",Dispensable,0.9,5.5,0.004,0.77,1.03,2,PbGEM-229258
PBANKA_0310300,PBANKA_031030,PF3D7_0213400,PK7,protein kinase 7,Essential,0.11,7.9,0,0.07,0.15,4,PbGEM-072470
PBANKA_0310500,PBANKA_031050,PF3D7_0213600,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,3.6,0.028,0.59,1.26,2,PbGEM-328595
PBANKA_0311000,PBANKA_031100,PF3D7_0214100,SEC31,"protein transport protein SEC31, putative",Essential,0.1,1,Inf,NA,NA,1,PbGEM-341804
PBANKA_0311100,PBANKA_031110,PF3D7_0214200,,"mitochondrial large ribosomal subunit, putative",Essential,0.08,7.3,0.001,0.02,0.13,2,PbGEM-270658
PBANKA_0311200,PBANKA_031120,PF3D7_0214400,,"conserved Plasmodium protein, unknown function",Essential,0.12,6.8,0.001,0.05,0.19,2,PbGEM-270674
PBANKA_0311300,PBANKA_031130,PF3D7_0214500,,"conserved Plasmodium protein, unknown function",Dispensable,1,5.3,0.005,0.86,1.15,1,PbGEM-270690
PBANKA_0311400,PBANKA_031140,PF3D7_0214600,,"serine/threonine protein kinase, putative",Essential,0.13,5.6,0.004,0,0.25,5,PbGEM-111762
PBANKA_0311600,PBANKA_031160,PF3D7_0214800,,"conserved Plasmodium protein, unknown function",Essential,0.03,7,0.001,-0.03,0.09,2,PbGEM-270730
PBANKA_0311800,PBANKA_031180,PF3D7_0215300,ACS9,"acyl-CoA synthetase, putative",Dispensable,0.94,5.5,0.004,0.81,1.06,2,PbGEM-083698
PBANKA_0311900,PBANKA_031190,PF3D7_0215100,,"RING zinc finger protein, putative",Slow,0.79,5.5,0.004,0.67,0.92,1,PbGEM-341812
PBANKA_0312000,PBANKA_031200,PF3D7_0215200,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,6.9,0.001,0.95,1.07,1,PbGEM-328635
PBANKA_0312100,PBANKA_031210,PF3D7_0215400,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,4.9,0.008,0.76,1.11,1,PbGEM-270810
PBANKA_0312200,PBANKA_031220,PF3D7_0215500,,"conserved Plasmodium protein, unknown function",Slow,0.63,4.9,0.008,0.45,0.8,2,PbGEM-328643
PBANKA_0312300,PBANKA_031230,PF3D7_0215600,,"conserved Plasmodium protein, unknown function",Slow,0.53,6.1,0.002,0.44,0.63,2,PbGEM-270858
PBANKA_0312400,PBANKA_031240,PF3D7_0215700,RPB2,"DNA-directed RNA polymerase II subunit RPB2, putative",Slow,0.47,4.7,0.009,0.27,0.66,2,PbGEM-083773
PBANKA_0312500,PBANKA_031250,PF3D7_0215800,ORC5,"origin recognition complex subunit 5, putative",Essential,0.2,4.2,0.014,-0.04,0.44,2,PbGEM-229775
PBANKA_0312600,PBANKA_031260,PF3D7_0215900,DHHC11,"palmitoyltransferase, putative",Dispensable,0.96,4.5,0.011,0.75,1.17,2,"PbGEM-121242,PbGEM-229816"
PBANKA_0312700,PBANKA_031270,PF3D7_0216000,,"DEAD/DEAH helicase, putative",Dispensable,0.97,6.5,0.001,0.89,1.05,1,PbGEM-229846
PBANKA_0313000,PBANKA_031300,PF3D7_0216300,,"conserved Plasmodium protein, unknown function",Essential,0.09,7.4,0.001,0.04,0.14,2,PbGEM-328659
PBANKA_0313100,PBANKA_031310,PF3D7_0216400,VPS45,"vacuolar protein sorting-associated protein 45, putative",Essential,0.27,4.8,0.008,0.09,0.44,3,PbGEM-229966
PBANKA_0313200,PBANKA_031320,PF3D7_0216500,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,4.9,0.008,0.86,1.21,2,PbGEM-270930
PBANKA_0313300,PBANKA_031330,PF3D7_0216600,,MtN3-like protein,Dispensable,0.87,5.4,0.004,0.73,1,2,PbGEM-328667
PBANKA_0313400,PBANKA_031340,,ATG11,"autophagy-related protein 11, putative",Slow,0.76,6.1,0.002,0.66,0.85,1,PbGEM-270978
PBANKA_0313600,PBANKA_031360,PF3D7_0216900,,"conserved Plasmodium protein, unknown function",Dispensable,0.9,4.8,0.008,0.71,1.08,1,PbGEM-533523
PBANKA_0313800,PBANKA_031380,PF3D7_0217100,,"ATP synthase F1, alpha subunit, putative",Slow,0.53,5.7,0.004,0.41,0.64,2,PbGEM-341820
PBANKA_0314100,PBANKA_031410,PF3D7_0217400,,"conserved Plasmodium protein, unknown function",Essential,0.09,6.8,0.001,0.02,0.16,2,PbGEM-271066
PBANKA_0314200,PBANKA_031420,PF3D7_0217500,CDPK1,calcium-dependent protein kinase 1,Dispensable,0.98,8.2,0,0.95,1.02,4,PbGEM-010677
PBANKA_0314700,PBANKA_031470,PF3D7_0218000,RFC2,"replication factor C subunit 2, putative",Slow,0.48,3.4,0.035,0.11,0.86,3,PbGEM-230189
PBANKA_0314800,PBANKA_031480,PF3D7_0218100,,"conserved Plasmodium membrane protein, unknown function",Dispensable,1.02,6.2,0.002,0.93,1.11,2,PbGEM-010745
PBANKA_0314900,PBANKA_031490,PF3D7_0218200,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,4.7,0.009,0.84,1.22,1,PbGEM-271138
PBANKA_0315000,PBANKA_031500,PF3D7_0218300,,"apicoplast RNA methyltransferase precursor, putative",Dispensable,0.97,5.3,0.005,0.82,1.11,1,PbGEM-010777
PBANKA_0315200,PBANKA_031520,PF3D7_0218500,SNRPD2,"small nuclear ribonucleoprotein Sm D2, putative",Dispensable,0.84,2.6,0.075,0.29,1.39,3,PbGEM-230237
PBANKA_0315400,PBANKA_031540,PF3D7_0218700,PRP45,"pre-mRNA-processing protein 45, putative",Essential,0.24,3.6,0.028,-0.1,0.57,2,PbGEM-230276
PBANKA_0315600,PBANKA_031560,PF3D7_0219200,,"40S ribosomal protein S30, putative",Essential,0.07,7.4,0.001,0.02,0.12,2,PbGEM-271178
PBANKA_0315800,PBANKA_031580,PF3D7_0219400.1,,"ribosome associated membrane protein RAMP4, putative",Dispensable,0.97,5.8,0.003,0.86,1.09,1,PbGEM-010861
PBANKA_0315900,PBANKA_031590,PF3D7_0219500,,"pseudouridine synthase, putative",Dispensable,1,7,0.001,0.94,1.06,1,PbGEM-010877
PBANKA_0316000,PBANKA_031600,PF3D7_0219600,RFC1,"replication factor C subunit 1, putative",Dispensable,0.84,2,0.138,0.1,1.58,3,PbGEM-230365
PBANKA_0316600,PBANKA_031660,,Pb235,"reticulocyte binding protein, putative",Dispensable,0.92,5.1,0.006,0.76,1.07,3,PbGEM-328723
PBANKA_0400500,PBANKA_040050,,,BIR protein;PIR protein,Dispensable,0.95,5.4,0.005,0.82,1.09,1,PbGEM-328739
PBANKA_0400600,PBANKA_040060,,,BIR protein;PIR protein,Dispensable,0.96,5.1,0.006,0.8,1.12,1,PbGEM-328747
PBANKA_0400900,PBANKA_040090,PF3D7_0301900,,"conserved Plasmodium protein, unknown function",Essential,0.09,7.9,0,0.05,0.13,2,PbGEM-328755
PBANKA_0401100,PBANKA_040110,PF3D7_0302100,SRPK1,"serine/threonine protein kinase, putative",Slow,0.66,6.7,0.001,0.59,0.73,5,PbGEM-084034
PBANKA_0401200,PBANKA_040120,PF3D7_0302600,ABCB4,"ABC transporter B family member 4, putative",Dispensable,0.93,5.6,0.004,0.81,1.05,1,PbGEM-230537
PBANKA_0401500,PBANKA_040150,PF3D7_0302900,,"exportin-1, putative",Essential,0.16,5.6,0.004,0.04,0.29,3,PbGEM-230619
PBANKA_0401600,PBANKA_040160,PF3D7_0303000,NSF,"N-ethylmaleimide-sensitive fusion protein, putative",Essential,0.27,3.8,0.022,-0.03,0.56,2,PbGEM-230638
PBANKA_0401700,PBANKA_040170,PF3D7_0303100,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,6.1,0.002,0.84,1.03,1,PbGEM-328771
PBANKA_0401800,PBANKA_040180,PF3D7_0303200,,"HAD superfamily protein, putative",Essential,0.25,3.5,0.029,-0.09,0.59,4,PbGEM-230686
PBANKA_0401900,PBANKA_040190,PF3D7_0303300,RPB6,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",Essential,0.29,4.3,0.013,0.05,0.52,2,PbGEM-084099
PBANKA_0402100,PBANKA_040210,PF3D7_0303500,,"spindle pole body protein, putative",Essential,0.11,5.8,0.003,0,0.22,2,PbGEM-328787
PBANKA_0402200,PBANKA_040220,PF3D7_0303600,Plrx,plasmoredoxin,Dispensable,0.97,6.8,0.001,0.9,1.03,1,PbGEM-341828
PBANKA_0402300,PBANKA_040230,PF3D7_0303700,BCKDH-E2,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative",Slow,0.51,5.5,0.004,0.38,0.63,1,PbGEM-011169
PBANKA_0402400,PBANKA_040240,PF3D7_0303800,,"IBR domain protein, putative",Dispensable,0.96,5,0.007,0.8,1.13,1,PbGEM-271442
PBANKA_0402800,PBANKA_040280,PF3D7_0304200,EHD,"EH domain-containing protein, putative",Dispensable,0.98,5.5,0.004,0.85,1.1,3,PbGEM-228523
PBANKA_0402900,PBANKA_040290,PF3D7_0304300,,"conserved Plasmodium protein, unknown function",Essential,0.23,5.2,0.005,0.09,0.38,2,PbGEM-271498
PBANKA_0403400,PBANKA_040340,PF3D7_0304900,,"conserved Plasmodium protein, unknown function",Slow,0.22,5.8,0.003,0.11,0.33,2,PbGEM-271546
PBANKA_0403500,PBANKA_040350,PF3D7_0305000,EF-Ts,"elongation factor (EF-TS), putative",Essential,0.07,7.3,0.001,0.02,0.12,1,PbGEM-538043
PBANKA_0403600,PBANKA_040360,PF3D7_0305100,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.9,0,-0.01,0.07,2,PbGEM-328819
PBANKA_0403700,PBANKA_040370,PF3D7_0305200,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.4,0.001,-0.02,0.08,2,PbGEM-271578
PBANKA_0403900,PBANKA_040390,PF3D7_0305400,,"conserved Plasmodium protein, unknown function",Essential,0.07,5.9,0.003,-0.04,0.18,2,PbGEM-271610
PBANKA_0404100,PBANKA_040410,PF3D7_0305600,,"AP endonuclease (DNA-[apurinic or apyrimidinic site] lyase), putative",Dispensable,1.09,4.7,0.009,0.9,1.28,1,PbGEM-011394
PBANKA_0404200,PBANKA_040420,PF3D7_0305700,,"ubiquitin-conjugating enzyme E2, putative",Essential,0.1,1,0.14,-0.34,1.16,2,PbGEM-228827
PBANKA_0404300,PBANKA_040430,PF3D7_0305800,,"P-loop containing nucleoside triphosphate hydrolase, putative",Dispensable,0.9,5,0.007,0.74,1.07,1,PbGEM-228846
PBANKA_0404400,PBANKA_040440,PF3D7_0306000,,"conserved Plasmodium protein, unknown function",Essential,0.05,5.7,0.003,-0.06,0.17,2,PbGEM-271634
PBANKA_0404600,PBANKA_040460,PF3D7_0306200,AHA1,"activator of Hsp90 ATPase, putative",Dispensable,0.98,5.6,0.004,0.85,1.1,1,PbGEM-228894
PBANKA_0404700,PBANKA_040470,PF3D7_0306300,GRX1,"glutaredoxin 1, putative",Dispensable,0.98,6.3,0.002,0.89,1.07,1,PbGEM-328843
PBANKA_0404800,PBANKA_040480,PF3D7_0306400,,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",Slow,0.9,6.6,0.001,0.83,0.98,1,PbGEM-011485
PBANKA_0404900,PBANKA_040490,PF3D7_0306500,,"conserved Plasmodium protein, unknown function",Essential,0.08,7.7,0,0.03,0.12,2,PbGEM-328851
PBANKA_0405000,PBANKA_040500,PF3D7_0306600,,"conserved Plasmodium protein, unknown function",Dispensable,0.9,5.4,0.004,0.77,1.04,1,PbGEM-271730
PBANKA_0405100,PBANKA_040510,PF3D7_0306700,,"membrane magnesium transporter, putative",Essential,0.15,6.3,0.002,0.06,0.24,2,PbGEM-328859
PBANKA_0405200,PBANKA_040520,PF3D7_0306800,CCT2,"T-complex protein 1 subunit beta, putative",Essential,0.15,4.4,0.013,-0.08,0.37,2,PbGEM-264100
PBANKA_0405300,PBANKA_040530,PF3D7_0306900,,"40S ribosomal protein S23, putative",Essential,0.05,5.9,0.003,-0.05,0.15,2,PbGEM-328875
PBANKA_0405400,PBANKA_040540,PF3D7_0307100,,"40S ribosomal protein S12, putative",Essential,0.08,6,0.002,-0.02,0.18,2,PbGEM-328883
PBANKA_0405600,PBANKA_040560,PF3D7_0307300,,"EB1 homolog, putative",Dispensable,1.02,5.8,0.003,0.91,1.13,1,PbGEM-229156
PBANKA_0405900,PBANKA_040590,PF3D7_0307600,,"conserved Plasmodium protein, unknown function",Dispensable,0.91,5.5,0.004,0.79,1.04,1,PbGEM-271858
PBANKA_0406000,PBANKA_040600,PF3D7_0307700,,"conserved Plasmodium protein, unknown function",Essential,0.23,5,0.007,0.07,0.4,2,PbGEM-328907
PBANKA_0406200,PBANKA_040620,PF3D7_0307900,,"conserved Plasmodium protein, unknown function",Dispensable,0.88,3.2,0.042,0.47,1.29,1,PbGEM-533587
PBANKA_0406400,PBANKA_040640,PF3D7_0308100,,"conserved Plasmodium protein, unknown function",Essential,0.06,6.8,0.001,-0.01,0.12,3,PbGEM-328923
PBANKA_0406500,PBANKA_040650,PF3D7_0308200,CCT7,"T-complex protein 1 subunit eta, putative",Essential,0.1,1,Inf,NA,NA,3,PbGEM-229366
PBANKA_0406700,PBANKA_040670,PF3D7_0308500,,"activator of Hsp90 ATPase, putative",Slow,0.87,6.1,0.002,0.78,0.97,1,PbGEM-229398
PBANKA_0406800,PBANKA_040680,PF3D7_0308600,PRPF19,"pre-mRNA-processing factor 19, putative",Essential,0.12,4.9,0.008,-0.05,0.3,2,PbGEM-341852
PBANKA_0406900,PBANKA_040690,PF3D7_0308700,,"conserved Plasmodium protein, unknown function",Essential,0.11,5.9,0.003,0,0.22,3,PbGEM-271986
PBANKA_0407100,PBANKA_040710,PF3D7_0308900,SF3B1,"splicing factor 3B subunit 1, putative",Essential,0.27,2.9,0.055,-0.2,0.74,2,PbGEM-533603
PBANKA_0407200,PBANKA_040720,PF3D7_0309000,YVH1,dual specificity protein phosphatase,Slow,0.36,5.1,0.006,0.2,0.52,1,PbGEM-272042
PBANKA_0407300,PBANKA_040730,PF3D7_0309100,,"conserved Plasmodium protein, unknown function",Dispensable,1.06,5.4,0.005,0.92,1.19,1,PbGEM-011857
PBANKA_0407400,PBANKA_040740,PF3D7_0309200,ARK2,"serine/threonine protein kinase, putative",Essential,0.1,1,0.315,-0.91,1.33,2,PbGEM-229557
PBANKA_0407500,PBANKA_040750,PF3D7_0309300,,"N2227-like protein, putative",Slow,0.66,6.6,0.001,0.59,0.73,2,PbGEM-229574
PBANKA_0407600,PBANKA_040760,PF3D7_0309500,AS,asparagine synthetase [glutamine-hydrolyzing],Slow,0.64,6.2,0.002,0.55,0.73,2,PbGEM-084472
PBANKA_0407700,PBANKA_040770,PF3D7_0309600,,"60S acidic ribosomal protein P2, putative",Essential,0.02,8.1,0,-0.01,0.06,2,PbGEM-328939
PBANKA_0407800,PBANKA_040780,PF3D7_0309700,SBP2,"SECIS-binding protein 2, putative",Dispensable,0.93,5.5,0.004,0.81,1.06,1,PbGEM-328947
PBANKA_0407900,PBANKA_040790,PF3D7_0309800,,"YTH domain-containing protein, putative",Essential,0.18,5.2,0.005,0.04,0.33,2,PbGEM-328955
PBANKA_0408100,PBANKA_040810,PF3D7_0310000,,"50S ribosomal protein L9, apicoplast, putative",Essential,0.12,6.6,0.001,0.05,0.2,2,PbGEM-272106
PBANKA_0408200,PBANKA_040820,PF3D7_0310100,CDPK3,calcium-dependent protein kinase 3,Dispensable,1,8.1,0,0.97,1.04,3,PbGEM-111826
PBANKA_0408300,PBANKA_040830,PF3D7_0310200,,"phd finger protein, putative",Slow,0.48,4.6,0.011,0.27,0.69,2,PbGEM-328971
PBANKA_0408400,PBANKA_040840,PF3D7_0310300,,"phosphoglycerate mutase, putative",Dispensable,1.07,5.2,0.005,0.92,1.21,1,PbGEM-264140
PBANKA_0408600,PBANKA_040860,PF3D7_0310600.1,EIF3K,"eukaryotic translation initiation factor 3 subunit K, putative",Slow,0.81,6,0.003,0.71,0.91,1,PbGEM-229837
PBANKA_0409100,PBANKA_040910,PF3D7_0311100,,"pre-mRNA splicing factor, putative",Slow,0.55,4,0.019,0.27,0.82,1,PbGEM-533627
PBANKA_0409200,PBANKA_040920,PF3D7_0311200,,"valine--tRNA ligase, putative",Essential,0.08,6.8,0.001,0.01,0.15,2,PbGEM-272178
PBANKA_0409300,PBANKA_040930,PF3D7_0311300,,"phosphatidylinositol 3- and 4-kinase, putative",Slow,0.64,4.2,0.016,0.39,0.89,1,PbGEM-341860
PBANKA_0409400,PBANKA_040940,PF3D7_0311400,PKRP,"protein kinase, putative",Dispensable,0.91,4.9,0.007,0.74,1.08,5,PbGEM-111754
PBANKA_0409500,PBANKA_040950,PF3D7_0311500,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.2,0.005,0.83,1.12,1,PbGEM-272202
PBANKA_0409600,PBANKA_040960,PF3D7_0311600,,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1, putative",Essential,0.1,6.6,0.001,0.02,0.17,3,PbGEM-012162
PBANKA_0409800,PBANKA_040980,PF3D7_0311800,,"conserved protein, unknown function",Slow,0.83,5.5,0.004,0.7,0.96,1,PbGEM-272242
PBANKA_0410000,PBANKA_041000,PF3D7_0312000,,"conserved Plasmodium protein, unknown function",Essential,0.11,7,0.001,0.05,0.18,2,PbGEM-272274
PBANKA_0410100,PBANKA_041010,PF3D7_0312100,,"E3 ubiquitin-protein ligase, putative",Dispensable,0.97,6.6,0.001,0.89,1.04,2,PbGEM-230013
PBANKA_0410300,PBANKA_041030,PF3D7_0312300,RPN12,"26S proteasome regulatory subunit RPN12, putative",Slow,0.41,4.5,0.011,0.2,0.62,2,PbGEM-012274
PBANKA_0410400,PBANKA_041040,PF3D7_0312400,GSK3,glycogen synthase kinase 3,Dispensable,1.06,5.5,0.004,0.93,1.18,3,PbGEM-012290
PBANKA_0410500,PBANKA_041050,PF3D7_0312500,,"transporter, putative",Dispensable,0.97,5.7,0.003,0.85,1.09,2,PbGEM-121322
PBANKA_0410650,PBANKA_041065,,,"conserved Plasmodium protein, unknown function",Dispensable,1,5.1,0.006,0.84,1.15,2,PbGEM-084632
PBANKA_0410800,PBANKA_041080,PF3D7_0313100,,"ubiquitin-protein ligase, putative",Essential,0.15,5,0.007,-0.02,0.31,3,PbGEM-230154
PBANKA_0411400,PBANKA_041140,PF3D7_0313700.1,,"conserved Plasmodium protein, unknown function",Essential,0.11,6.1,0.002,0.01,0.2,2,PbGEM-272418
PBANKA_0411600,PBANKA_041160,PF3D7_0313900,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,4.9,0.007,0.8,1.13,2,PbGEM-272458
PBANKA_0411700,PBANKA_041170,PF3D7_0314000,,"co-chaperone p23, putative",Dispensable,0.95,6.2,0.002,0.87,1.04,1,PbGEM-230293
PBANKA_0411900,PBANKA_041190,,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5.3,0.005,0.86,1.15,2,PbGEM-272490
